pdf_row_id,Bounds,Page,Path,filePaths,attributes.BBox,attributes.NumCol,attributes.NumRow,attributes.Placement,attributes.SpaceAfter,attributes.BackgroundColor,attributes.BlockAlign,attributes.BorderColor,attributes.BorderStyle,attributes.BorderThickness,attributes.ColIndex,attributes.Height,attributes.InlineAlign,attributes.RowIndex,attributes.Width,HasClip,Lang,Text,TextSize,Font.alt_family_name,Font.embedded,Font.encoding,Font.family_name,Font.font_type,Font.italic,Font.monospaced,Font.name,Font.subset,Font.weight,attributes.LineHeight,Kids,Reference,attributes.TextAlign,attributes.RowSpan
691,"[132.44400024414062, 202.31900024414062, 216.70399475097656, 218.218994140625]",14.0,//Document/Table[8]/TR/TH,,"[42.47829999999885, 193.3159999999989, 304.30799999999, 227.75499999999738]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'Solid', 'None', 'Solid']","[0.875, 0.375, 0, 0.375]",0.0,34.5,Center,0.0,261.875,,,,,,,,,,,,,,,,,,,
692,"[132.44400024414062, 202.31900024414062, 216.70399475097656, 218.218994140625]",14.0,//Document/Table[8]/TR/TH/P,,,,,,,,,,,,,,,,,False,en,Announcements ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,,,
693,"[401.24400329589844, 202.31900024414062, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8]/TR/TH[2],,"[303.4679999999935, 193.3159999999989, 553.8969999999972, 227.75499999999738]",,,,,"[1, 1, 1]",Middle,"[0.7019649999999729, 0.7019649999999729, 0.7019649999999729]",Solid,"[0.875, 0.375, 0.375, 0.875]",1.0,34.5,Center,0.0,250.25,,,,,,,,,,,,,,,,,,,
694,"[401.24400329589844, 202.31900024414062, 457.3840026855469, 218.218994140625]",14.0,//Document/Table[8]/TR/TH[2]/P,,,,,,,,,,,,,,,,,False,en,Issue Date ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed-Bold,True,700.0,12.0,,,,
695,"[53.27400207519531, 167.08900451660156, 186.06399536132812, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD,,"[42.47829999999885, 156.23799999999756, 304.30799999999, 194.1559999999954]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'None', 'Solid']","[0.375, 0, 0, 0.375]",0.0,37.875,Start,1.0,261.875,,,,,,,,,,,,,,,,,,,
696,"[53.27400207519531, 167.08900451660156, 186.06399536132812, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD/P,,,,,,,,,,,,,,,,,False,en,Announcement SVC-2020-04 ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,https://singlefamily.fanniemae.com/media/document/pdf/announcement-svc-2020-04-servicing-guide-update,,
697,"[314.1239929199219, 167.08900451660156, 403.54400634765625, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD[2],,"[303.4679999999935, 156.23799999999756, 553.8969999999972, 194.1559999999954]",,,,,"[1, 1, 1]",Middle,"[[0.7019649999999729, 0.7019649999999729, 0.7019649999999729], None, [0.7019649999999729, 0.7019649999999729, 0.7019649999999729], [0.7019649999999729, 0.7019649999999729, 0.7019649999999729]]","['Solid', 'None', 'Solid', 'Solid']","[0.375, 0, 0.375, 0.875]",1.0,37.875,Start,1.0,250.25,,,,,,,,,,,,,,,,,,,
698,"[314.1239929199219, 167.08900451660156, 403.54400634765625, 184.03900146484375]",14.0,//Document/Table[8]/TR[2]/TD[2]/P,,,,,,,,,,,,,,,,,False,en,"September 9, 2020 ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
699,"[42.52400207519531, 732.3350067138672, 537.7239990234375, 783.4550018310547]",15.0,//Document/H1[8],,,,,,18.0,,,,,,,,,,,False,en,"A2-1-05, Note Holder Status for Legal Proceedings Conducted in the Servicer’s Name (06/21/2017) ",16.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,24.0,,,,
700,"[42.52400207519531, 669.9530029296875, 122.56199645996094, 693.6829986572266]",15.0,//Document/H2[24],,,,,,9.625,,,,,,,,,,,False,en,Introduction ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
701,"[42.52400207519531, 650.1889953613281, 193.343994140625, 667.1390075683594]",15.0,//Document/P[73],,,,,,18.0,,,,,,,,,,,False,en,This topic contains the following: ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,12.0,,,,
702,"[63.17399597167969, 585.8890075683594, 288.04400634765625, 644.8390045166016]",15.0,//Document/L[27],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'Bounds': [63.17399597167969, 633.8869934082031, 67.27400207519531, 637.9869995117188], 'Page': 15, 'Path': '//Document/L[27]/LI/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 634.05799999999, 67.19729999999981, 637.7779999999912]}}, {'Bounds': [72.52400207519531, 627.8890075683594, 117.38400268554688, 644.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/L[27]/LI/LBody', 'Reference': 'Page 15', 'Text': 'Overview ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 627.8890075683594, 117.38400268554688, 644.8390045166016], 'Lang': 'en', 'Page': 15, 'Path': '//Document/L[27]/LI', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 619.8869934082031, 67.27400207519531, 623.9869995117188], 'Page': 15, 'Path': '//Document/L[27]/LI[2]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 620.0189999999711, 67.19729999999981, 623.7389999999723]}}, {'Bounds': [72.52400207519531, 613.8890075683594, 247.37399291992188, 630.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/L[27]/LI[2]/LBody', 'Reference': 'Page 15', 'Text': 'Temporary Possession by the Servicer ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 613.8890075683594, 247.37399291992188, 630.8390045166016], 'Lang': 'en', 'Page': 15, 'Path': '//Document/L[27]/LI[2]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 605.8869934082031, 67.27400207519531, 609.9869995117188], 'Page': 15, 'Path': '//Document/L[27]/LI[3]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 605.9799999999814, 67.19729999999981, 609.6989999999932]}}, {'Bounds': [72.52400207519531, 599.8890075683594, 288.04400634765625, 616.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/L[27]/LI[3]/LBody', 'Reference': 'Page 15', 'Text': 'Physical Possession of the Note by the Servicer ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 599.8890075683594, 288.04400634765625, 616.8390045166016], 'Lang': 'en', 'Page': 15, 'Path': '//Document/L[27]/LI[3]', 'attributes': {'LineHeight': 12}}, {'Bounds': [63.17399597167969, 591.8869934082031, 67.27400207519531, 595.9869995117188], 'Page': 15, 'Path': '//Document/L[27]/LI[4]/Lbl/Figure', 'attributes': {'BBox': [63.47739999999976, 592.0599999999977, 67.19729999999981, 595.7799999999988]}}, {'Bounds': [72.52400207519531, 585.8890075683594, 249.61399841308594, 602.8390045166016], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/L[27]/LI[4]/LBody', 'Reference': 'Page 16', 'Text': 'Reversion of Possession to Fannie Mae ', 'TextSize': 10.0}, {'Bounds': [63.17399597167969, 585.8890075683594, 249.61399841308594, 602.8390045166016], 'Lang': 'en', 'Page': 15, 'Path': '//Document/L[27]/LI[4]', 'attributes': {'LineHeight': 12, 'SpaceAfter': 18}}]",,,
703,"[63.17399597167969, 633.8869934082031, 67.27400207519531, 637.9869995117188]",15.0,//Document/L[27]/LI/Lbl/Figure,,"[63.47739999999976, 634.05799999999, 67.19729999999981, 637.7779999999912]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,"[72.52400207519531, 627.8890075683594, 117.38400268554688, 644.8390045166016]",15.0,//Document/L[27]/LI/LBody,,,,,,,,,,,,,,,,,False,,Overview ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 15,,
705,"[63.17399597167969, 627.8890075683594, 117.38400268554688, 644.8390045166016]",15.0,//Document/L[27]/LI,,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
706,"[63.17399597167969, 619.8869934082031, 67.27400207519531, 623.9869995117188]",15.0,//Document/L[27]/LI[2]/Lbl/Figure,,"[63.47739999999976, 620.0189999999711, 67.19729999999981, 623.7389999999723]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,"[72.52400207519531, 613.8890075683594, 247.37399291992188, 630.8390045166016]",15.0,//Document/L[27]/LI[2]/LBody,,,,,,,,,,,,,,,,,False,,Temporary Possession by the Servicer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 15,,
708,"[63.17399597167969, 613.8890075683594, 247.37399291992188, 630.8390045166016]",15.0,//Document/L[27]/LI[2],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
709,"[63.17399597167969, 605.8869934082031, 67.27400207519531, 609.9869995117188]",15.0,//Document/L[27]/LI[3]/Lbl/Figure,,"[63.47739999999976, 605.9799999999814, 67.19729999999981, 609.6989999999932]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,"[72.52400207519531, 599.8890075683594, 288.04400634765625, 616.8390045166016]",15.0,//Document/L[27]/LI[3]/LBody,,,,,,,,,,,,,,,,,False,,Physical Possession of the Note by the Servicer ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 15,,
711,"[63.17399597167969, 599.8890075683594, 288.04400634765625, 616.8390045166016]",15.0,//Document/L[27]/LI[3],,,,,,,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
712,"[63.17399597167969, 591.8869934082031, 67.27400207519531, 595.9869995117188]",15.0,//Document/L[27]/LI[4]/Lbl/Figure,,"[63.47739999999976, 592.0599999999977, 67.19729999999981, 595.7799999999988]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,"[72.52400207519531, 585.8890075683594, 249.61399841308594, 602.8390045166016]",15.0,//Document/L[27]/LI[4]/LBody,,,,,,,,,,,,,,,,,False,,Reversion of Possession to Fannie Mae ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,Page 16,,
714,"[63.17399597167969, 585.8890075683594, 249.61399841308594, 602.8390045166016]",15.0,//Document/L[27]/LI[4],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,12.0,,,,
715,"[42.52400207519531, 531.3529968261719, 105.3280029296875, 555.0829925537109]",15.0,//Document/H2[25],,,,,,18.0,,,,,,,,,,,False,en,Overview ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
716,"[42.52400207519531, 458.3890075683594, 544.4440002441406, 517.3390045166016]",15.0,//Document/P[74],,,,,,18.0,,,,,,,,,,,False,en,"Fannie Mae is at all times the owner of the mortgage note, whether the mortgage loan is in Fannie Mae’s portfolio or part of the MBS pool. In addition, Fannie Mae at all times has possession of and is the holder of the mortgage note, whether Fannie Mae has direct possession of the note or a custodian has custody of the note, except in the limited circumstances expressly described in this topic. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
717,"[42.52400207519531, 416.9530029296875, 287.3139953613281, 440.68299865722656]",15.0,//Document/H2[26],,,,,,18.0,,,,,,,,,,,False,en,Temporary Possession by the Servicer ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
718,"[42.52400207519531, 343.98899841308594, 526.1540069580078, 402.9389953613281]",15.0,//Document/P[75],,,,,,11.25,,,,,,,,,,,False,en,"In order to ensure that a servicer is able to perform the services and duties incident to the servicing of the mortgage loan, Fannie Mae temporarily gives the servicer possession of the mortgage note whenever the servicer, acting in its own name, represents the interests of Fannie Mae in foreclosure actions, bankruptcy cases, probate proceedings, or other legal proceedings. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,Justify,
719,"[42.52400207519531, 290.78900146484375, 553.9640045166016, 335.73899841308594]",15.0,//Document/P[76],,,,,,11.25,,,,,,,,,,,False,en,"This temporary transfer of possession occurs automatically and immediately upon the commencement of the servicer’s representation, in its name, of Fannie Mae’s interests in the foreclosure, bankruptcy, probate, or other legal proceeding. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
720,"[42.52400207519531, 223.58900451660156, 550.0740051269531, 282.53900146484375]",15.0,//Document/P[77],,,,,,11.25,,,,,,,,,,,False,en,"When Fannie Mae transfers possession, if the note is held by a document custodian on Fannie Mae’s behalf, the custodian has possession of the note on behalf of the servicer so that the servicer has constructive possession of the note and the servicer shall be the holder of the note and is authorized and entitled to enforce the note in the name of the servicer for Fannie Mae’s benefit. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
721,"[42.52400207519531, 156.38900756835938, 553.7039947509766, 215.33900451660156]",15.0,//Document/P[78],,,,,,18.0,,,,,,,,,,,,en,,,,,,,,,,,,,14.0,"[{'Bounds': [42.52400207519531, 170.38900756835938, 553.7039947509766, 215.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/P[78]', 'Text': 'If the servicer determines based on state law that it needs to be the holder of an eNote prior to representing the interests of Fannie Mae in a foreclosure, bankruptcy, or other legal proceeding, the servicer must follow the procedures in ', 'TextSize': 10.0}, {'Bounds': [107.18400573730469, 171.5189971923828, 350.04396057128906, 185.69900512695312], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': True, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed-Oblique', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/P[78]/Span', 'Text': 'Foreclosure, Bankruptcy and Other Legal Proceedings', 'TextSize': 10.0}, {'Bounds': [350.04400634765625, 170.38900756835938, 363.9639892578125, 187.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/P[78]', 'Text': ' in ', 'TextSize': 10.0}, {'Bounds': [363.96400451660156, 170.38900756835938, 498.70399475097656, 187.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/P[78]/Reference', 'Text': 'F-1-26, Servicing eMortgages ', 'TextSize': 10.0}, {'Bounds': [42.52400207519531, 156.38900756835938, 547.8639984130859, 187.33900451660156], 'Font': {'alt_family_name': 'Deja Vu Sans Condensed', 'embedded': True, 'encoding': 'Identity-H', 'family_name': 'Deja Vu Sans Condensed', 'font_type': 'CIDFontType2', 'italic': False, 'monospaced': False, 'name': 'MPDFAA+DejaVuSansCondensed', 'subset': True, 'weight': 400}, 'HasClip': False, 'Page': 15, 'Path': '//Document/P[78]', 'Text': 'to request a transfer in control and location from Fannie Mae. ', 'TextSize': 10.0}]",,,
722,"[42.52400207519531, 170.38900756835938, 553.7039947509766, 215.33900451660156]",15.0,//Document/P[78],,,,,,,,,,,,,,,,,False,,"If the servicer determines based on state law that it needs to be the holder of an eNote prior to representing the interests of Fannie Mae in a foreclosure, bankruptcy, or other legal proceeding, the servicer must follow the procedures in ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
723,"[107.18400573730469, 171.5189971923828, 350.04396057128906, 185.69900512695312]",15.0,//Document/P[78]/Span,,,,,,,,,,,,,,,,,False,,"Foreclosure, Bankruptcy and Other Legal Proceedings",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,True,False,MPDFAA+DejaVuSansCondensed-Oblique,True,400.0,,,,,
724,"[350.04400634765625, 170.38900756835938, 363.9639892578125, 187.33900451660156]",15.0,//Document/P[78],,,,,,,,,,,,,,,,,False,, in ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
725,"[363.96400451660156, 170.38900756835938, 498.70399475097656, 187.33900451660156]",15.0,//Document/P[78]/Reference,,,,,,,,,,,,,,,,,False,,"F-1-26, Servicing eMortgages ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
726,"[42.52400207519531, 156.38900756835938, 547.8639984130859, 187.33900451660156]",15.0,//Document/P[78],,,,,,,,,,,,,,,,,False,,to request a transfer in control and location from Fannie Mae. ,10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,,,,,
727,"[42.52400207519531, 114.9530029296875, 344.2519989013672, 138.68299865722656]",15.0,//Document/H2[27],,,,,,18.0,,,,,,,,,,,False,en,Physical Possession of the Note by the Servicer ,14.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,16.75,,,,
728,"[42.52400207519531, 724.1889953613281, 529.6739959716797, 783.1390075683594]",16.0,//Document/P[79],,,,,,11.125,,,,,,,,,,,False,en,"In most cases, the servicer will have a copy of the mortgage note. If the servicer determines that it needs physical possession of the original mortgage note to represent the interests of Fannie Mae in a foreclosure, bankruptcy, probate, or other legal proceeding, the servicer may obtain physical possession of the original mortgage note by submitting a request directly to the document custodian. ",10.0,Deja Vu Sans Condensed,True,Identity-H,Deja Vu Sans Condensed,CIDFontType2,False,False,MPDFAA+DejaVuSansCondensed,True,400.0,14.0,,,,
